C01-EAN_CODE;C03-COM_REF;REF PHY;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;Description;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;special price
;D92R6BC005-36-BLACK-DK. GREY;D92R6BC005NEGR;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;7;;131,8;160,8;39,99
;D92R6BC005-37-BLACK-DK. GREY;D92R6BC005NEGR;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;15;;131,8;160,8;39,99
;D92R6BC005-38-BLACK-DK. GREY;D92R6BC005NEGR;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;15;;131,8;160,8;39,99
;D92R6BC005-39-BLACK-DK. GREY;D92R6BC005NEGR;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;12;;131,8;160,8;39,99
;D92R6BC005-40-BLACK-DK. GREY;D92R6BC005NEGR;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;9;;131,8;160,8;39,99
;D92R6BC005-41-BLACK-DK. GREY;D92R6BC005NEGR;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;3;;131,8;160,8;39,99
;D92R6BC1151-35-OPTIC WHITE-SILVER;D92R6BC1151OPTWHTSIL;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;35;6;;131,8;160,8;39,99
;D92R6BC1151-36-OPTIC WHITE-SILVER;D92R6BC1151OPTWHTSIL;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;36;9;;131,8;160,8;39,99
;D92R6BC1151-37-OPTIC WHITE-SILVER;D92R6BC1151OPTWHTSIL;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;37;20;;131,8;160,8;39,99
;D92R6BC1151-38-OPTIC WHITE-SILVER;D92R6BC1151OPTWHTSIL;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;38;20;;131,8;160,8;39,99
;D92R6BC1151-39-OPTIC WHITE-SILVER;D92R6BC1151OPTWHTSIL;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;39;20;;131,8;160,8;39,99
;D92R6BC1151-40-OPTIC WHITE-SILVER;D92R6BC1151OPTWHTSIL;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;40;2;;131,8;160,8;39,99
;D92R6BC1151-41-OPTIC WHITE-SILVER;D92R6BC1151OPTWHTSIL;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;41;1;;131,8;160,8;39,99
;D92R6BC5379-35-BEIGE-LT.GOLD;D92R6BC5379BEILTG;;Beige;SANDALO GEOX;;PELLE;;WOMEN;35;1;;131,8;160,8;39,99
;D92R6BC5379-36-BEIGE-LT.GOLD;D92R6BC5379BEILTG;;Beige;SANDALO GEOX;;PELLE;;WOMEN;36;7;;131,8;160,8;39,99
;D92R6BC5379-37-BEIGE-LT.GOLD;D92R6BC5379BEILTG;;Beige;SANDALO GEOX;;PELLE;;WOMEN;37;16;;131,8;160,8;39,99
;D92R6BC5379-38-BEIGE-LT.GOLD;D92R6BC5379BEILTG;;Beige;SANDALO GEOX;;PELLE;;WOMEN;38;13;;131,8;160,8;39,99
;D92R6BC5379-39-BEIGE-LT.GOLD;D92R6BC5379BEILTG;;Beige;SANDALO GEOX;;PELLE;;WOMEN;39;6;;131,8;160,8;39,99
;D92R6BC5379-40-BEIGE-LT.GOLD;D92R6BC5379BEILTG;;Beige;SANDALO GEOX;;PELLE;;WOMEN;40;5;;131,8;160,8;39,99
;D92R6BC5379-41-BEIGE-LT.GOLD;D92R6BC5379BEILTG;;Beige;SANDALO GEOX;;PELLE;;WOMEN;41;0;;131,8;160,8;39,99
;D92R6CC1002-35-OFF WHITE;D92R6CC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;35;2;;131,8;160,8;39,99
;D92R6CC1002-36-OFF WHITE;D92R6CC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;36;6;;131,8;160,8;39,99
;D92R6CC1002-37-OFF WHITE;D92R6CC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;37;15;;131,8;160,8;39,99
;D92R6CC1002-38-OFF WHITE;D92R6CC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;38;17;;131,8;160,8;39,99
;D92R6CC1002-39-OFF WHITE;D92R6CC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;39;15;;131,8;160,8;39,99
;D92R6CC1002-40-OFF WHITE;D92R6CC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;40;6;;131,8;160,8;39,99
;D92R6CC1002-41-OFF WHITE;D92R6CC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;41;2;;131,8;160,8;39,99
;D92R6CC9999-35-BLACK;D92R6CC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;35;2;;131,8;160,8;39,99
;D92R6CC9999-36-BLACK;D92R6CC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;5;;131,8;160,8;39,99
;D92R6CC9999-37-BLACK;D92R6CC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;13;;131,8;160,8;39,99
;D92R6CC9999-38-BLACK;D92R6CC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;16;;131,8;160,8;39,99
;D92R6CC9999-39-BLACK;D92R6CC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;12;;131,8;160,8;39,99
;D92R6CC9999-40-BLACK;D92R6CC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;3;;131,8;160,8;39,99
;D92R6CC9999-41-BLACK;D92R6CC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;1;;131,8;160,8;39,99
;ECLYPSE-35-NERO;ECLYPSENE;VILLA SHOES;Nero;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;35;3;;286,88;350;94,99
;ECLYPSE-35-NOCCIOLA;ECLYPSENO;VILLA SHOES;Marrone;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;35;3;;286,88;350;94,99
;ECLYPSE-36-NERO;ECLYPSENE;VILLA SHOES;Nero;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;36;2;;286,88;350;94,99
;ECLYPSE-36-NOCCIOLA;ECLYPSENO;VILLA SHOES;Marrone;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;36;2;;286,88;350;94,99
;ECLYPSE-37-NOCCIOLA;ECLYPSENO;VILLA SHOES;Marrone;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;37;1;;286,88;350;94,99
;ECLYPSE-37NERO;ECLYPSENE;VILLA SHOES;Nero;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;37;1;;286,88;350;94,99
;ECLYPSE-38-NERO;ECLYPSENE;VILLA SHOES;Nero;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;38;3;;286,88;350;94,99
;ECLYPSE-38-NOCCIOLA;ECLYPSENO;VILLA SHOES;Marrone;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;38;3;;286,88;350;94,99
;ECLYPSE-39-NERO;ECLYPSENE;VILLA SHOES;Nero;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;39;5;;286,88;350;94,99
;ECLYPSE-39-NOCCIOLA;ECLYPSENO;VILLA SHOES;Marrone;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;39;5;;286,88;350;94,99
;ECLYPSE-40-NERO;ECLYPSENE;VILLA SHOES;Nero;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;40;6;;286,88;350;94,99
;ECLYPSE-40-NOCCIOLA;ECLYPSENO;VILLA SHOES;Marrone;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;40;6;;286,88;350;94,99
;ECLYPSE-41-NERO;ECLYPSENE;VILLA SHOES;Nero;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;41;4;;286,88;350;94,99
;ECLYPSE-41-NOCCIOLA;ECLYPSENO;VILLA SHOES;Marrone;STIVALE  DONNA;;PELLE MADE IN ITALY;;WOMEN;41;4;;286,88;350;94,99
;EKLEKTIK-35-MILITARE;EKLEKTIKMIL;VILLA SHOES;Verde;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;35;3;;213,11;260;69,99
;EKLEKTIK-36-MILITARE;EKLEKTIKMIL;VILLA SHOES;Verde;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;36;2;;213,11;260;69,99
;EKLEKTIK-37-MILITARE;EKLEKTIKMIL;VILLA SHOES;Verde;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;37;1;;213,11;260;69,99
;EKLEKTIK-38-MILITARE;EKLEKTIKMIL;VILLA SHOES;Verde;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;38;3;;213,11;260;69,99
;EKLEKTIK-39-MILITARE;EKLEKTIKMIL;VILLA SHOES;Verde;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;39;5;;213,11;260;69,99
;EKLEKTIK-40-MILITARE;EKLEKTIKMIL;VILLA SHOES;Verde;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;40;6;;213,11;260;69,99
;EKLEKTIK-41-MILITARE;EKLEKTIKMIL;VILLA SHOES;Verde;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;41;4;;213,11;260;69,99
;HAMPTON-35-BORDEAUX;HAMPTONBOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;35;3;;213,11;260;69,99
;HAMPTON-35-TESTA DI MORO;HAMPTONTM;VILLA SHOES;Marrone;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;35;3;;213,11;260;69,99
;HAMPTON-36-BORDEAUX;HAMPTONBOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;36;2;;213,11;260;69,99
;HAMPTON-36-TESTA DI MORO;HAMPTONTM;VILLA SHOES;Marrone;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;36;2;;213,11;260;69,99
;HAMPTON-37-BORDEAUX;HAMPTONBOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;37;;;213,11;260;69,99
;HAMPTON-37-TESTA DI MORO;HAMPTONTM;VILLA SHOES;Marrone;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;37;1;;213,11;260;69,99
;HAMPTON-38-BORDEAUX;HAMPTONBOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;38;;;213,11;260;69,99
;HAMPTON-38-TESTA DI MORO;HAMPTONTM;VILLA SHOES;Marrone;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;38;3;;213,11;260;69,99
;HAMPTON-39-BORDEAUX;HAMPTONBOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;39;;;213,11;260;69,99
;HAMPTON-39-TESTA DI MORO;HAMPTONTM;VILLA SHOES;Marrone;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;39;5;;213,11;260;69,99
;HAMPTON-40-BORDEAUX;HAMPTONBOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;40;;;213,11;260;69,99
;HAMPTON-40-TESTA DI MORO;HAMPTONTM;VILLA SHOES;Marrone;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;40;6;;213,11;260;69,99
;HAMPTON-41-BORDEAUX;HAMPTONBOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;41;;;213,11;260;69,99
;HAMPTON-41-TESTA DI MORO;HAMPTONTM;VILLA SHOES;Marrone;TRONCHETTO DONNA;;PELLE MADE IN ITALY;;WOMEN;41;4;;213,11;260;69,99
;IDE3380-38-NAVY;IDE338NAV;HOSIS;NAVY;BALLERINA DONNA;;SINT;;WOMEN;38;1;;10;12,2;6
;IDE3382-38-BLU;IDE3382BLU;HOSIS;Blu;BALLERINA DONNA HOSIS BLU;;SINTETICO;;WOMEN;38;3;;39,99;48,7878;9,75756
;IDE3382-38-GRIGIO;IDE3382GRIVE;HOSIS;Grigio;BALLERINA DONNA HOSIS GRIGIO;;SINTETICO;;WOMEN;38;1;;39,99;48,7878;9,75756
;IDE3382-38-MARRONE;IDE3382MARINT;HOSIS;Marrone;BALLERINA DONNA HOSIS MARRONE;;SINTETICO;;WOMEN;38;1;;39,99;48,7878;9,75756
;IDE3382-39-BLU;IDE3382BLU;HOSIS;Blu;BALLERINA DONNA HOSIS BLU;;SINTETICO;;WOMEN;39;1;;39,99;48,7878;9,75756
;IDE3382NUVE;IDE3382NUVE;HOSIS;Nude;BALLERINA DONNA HOSIS GRIGIO;;SINTETICO;;WOMEN;38;1;;39,99;48,7878;9,75756
;IGS3982-36-BIANCO;IGS3982BIA;;BIANCO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;36;1;;85;103;39
;IGS3982-37-BIANCO;IGS3982BIA;;BIANCO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;37;2;;85;103;39
;IGS3982-38-BIANCO;IGS3982BIA;;BIANCO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;38;3;;85;103;39
;IGS3982-39-BIANCO;IGS3982BIA;;BIANCO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;39;3;;85;103;39
;IGS3982-40-BIANCO;IGS3982BIA;;BIANCO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;40;2;;85;103;39
;IGS3982-41-BIANCO;IGS3982BIA;;BIANCO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;41;1;;85;103;39
;IGS6521-36-PLATINO;IGS6521PLA;;PLATINO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;36;1;;85;103;39
;IGS6521-37-PLATINO;IGS6521PLA;;PLATINO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;37;2;;85;103;39
;IGS6521-38-PLATINO;IGS6521PLA;;PLATINO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;38;3;;85;103;39
;IGS6521-39-PLATINO;IGS6521PLA;;PLATINO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;39;3;;85;103;39
;IGS6521-40-PLATINO;IGS6521PLA;;PLATINO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;40;2;;85;103;39
;IGS6521-41-PLATINO;IGS6521PLA;;PLATINO;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;41;1;;85;103;39
;IGS6522-35-NUDE;IGS6522NU;;NUDE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;35;1;;85;103;39
;IGS6522-35-NUDE;IGS6522NU;;NUDE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;35;1;;85;103;39
;IGS6522-36-BEIGE;IG6522BEI;;BEIGE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;36;1;;85;103;39
;IGS6522-36-NUDE;IGS6522NU;;NUDE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;36;2;;85;103;39
;IGS6522-37-BEIGE;IG6522BEI;;BEIGE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;37;3;;85;103;39
;IGS6522-37-NUDE;IGS6522NU;;NUDE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;37;3;;85;103;39
;IGS6522-38-BEIGE;IG6522BEI;;BEIGE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;38;3;;85;103;39
;IGS6522-38-NUDE;IGS6522NU;;NUDE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;38;3;;85;103;39
;IGS6522-39-BEIGE;IG6522BEI;;BEIGE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;39;2;;85;103;39
;IGS6522-39-NUDE;IGS6522NU;;NUDE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;39;1;;85;103;39
;IGS6522-40-BEIGE;IG6522BEI;;BEIGE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;40;1;;85;103;39
;IGS6522-40-NUDE;IGS6522NU;;NUDE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;40;1;;85;103;39
;IGS6522-41-BEIGE;IG6522BEI;;BEIGE;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;41;1;;85;103;39
;IGS6524-36-PIOMBO;IGS6524PIO;;PIOMBO;CIABATTA DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;36;1;;85;103;39
;IGS6524-37-PIOMBO;IGS6524PIO;;PIOMBO;CIABATTA DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;37;2;;85;103;39
;IGS6524-38-PIOMBO;IGS6524PIO;;PIOMBO;CIABATTA DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;38;3;;85;103;39
;IGS6524-39-PIOMBO;IGS6524PIO;;PIOMBO;CIABATTA DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;39;3;;85;103;39
;IGS6524-40-PIOMBO;IGS6524PIO;;PIOMBO;CIABATTA DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;40;2;;85;103;39
;IGS6524-41-PIOMBO;IGS6524PIO;;PIOMBO;CIABATTA DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;41;1;;85;103;39
;IGS8731-35-NERO;IGS8731NE;HOSIS;Nero;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;35;1;;85;103;39
;IGS8731-36-NERO;IGS8731NE;HOSIS;Nero;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;36;2;;85;103;39
;IGS8731-37-NERO;IGS8731NE;HOSIS;Nero;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;37;3;;85;103;39
;IGS8731-38-NERO;IGS8731NE;HOSIS;Nero;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;38;3;;85;103;39
;IGS8731-39-NERO;IGS8731NE;HOSIS;Nero;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;39;2;;85;103;39
;IGS8731-40-NERO;IGS8731NE;HOSIS;Nero;SANDALO DONNA CON ZEPPA;;PELLE MADE IN ITALY;;WOMEN;40;1;;85;103;39
;MSV1431-36-NERO;MSV1431NE;VILLA SHOES;Nero;STIVALE DONNA VILLA SHOES NERO TACCO 50;;PELLE;;WOMEN;36;1;;120;146,5;51,1
;MSV1431-37-NERO;MSV1431NE;VILLA SHOES;Nero;STIVALE DONNA VILLA SHOES NERO TACCO 50;;PELLE;;WOMEN;37;3;;120;146,5;51,1
;MSV1431-40-NERO;MSV1431NE;VILLA SHOES;Nero;STIVALE DONNA VILLA SHOES NERO TACCO 50;;PELLE;;WOMEN;40;3;;120;146,5;51,1
;MSV1490-36-NERO;MSV1490NE;VILLA SHOES;Nero;TRONCHETTO DONNA VILLA SHOES NERO;;PELLE;;WOMEN;36;2;;120;146,5;51,1
;MSV1490-37-BORDEAUX;MSV1490BOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA VILLA SHOES BORDEAUX;;PELLE;;WOMEN;37;2;;120;146,5;51,1
;MSV1490-39-BORDEAUX;MSV1490BOR;VILLA SHOES;Bordeaux;TRONCHETTO DONNA VILLA SHOES BORDEAUX;;PELLE;;WOMEN;39;1;;120;146,5;51,1
;MSV1490-41-NERO;MSV1490NE;VILLA SHOES;Nero;TRONCHETTO DONNA VILLA SHOES NERO;;PELLE;;WOMEN;41;1;;120;146,5;51,1
;MSV1493-36-GRIGIO;MSV1493GRI;VILLA SHOES;Grigio;TRONCHETTO DONNA VILLA SHOES GRIGIO;;PELLE;;WOMEN;36;1;;120;146,5;51,1
;MSV1493-36-NERO;MSV1493NE;VILLA SHOES;Nero;TRONCHETTO DONNA VILLA SHOES NERO;;PELLE;;WOMEN;36;2;;120;146,5;51,1
;MSV1493-37-GRIGIO;MSV1493GRI;VILLA SHOES;Grigio;TRONCHETTO DONNA VILLA SHOES GRIGIO;;PELLE;;WOMEN;37;3;;120;146,5;51,1
;MSV1493-37-NERO;MSV1493NE;VILLA SHOES;Nero;TRONCHETTO DONNA VILLA SHOES NERO;;PELLE;;WOMEN;37;2;;120;146,5;51,1
;MSV1493-38-GRIGIO;MSV1493GRI;VILLA SHOES;Grigio;TRONCHETTO DONNA VILLA SHOES GRIGIO;;PELLE;;WOMEN;38;3;;120;146,5;51,1
;MSV1493-38-NERO;MSV1493NE;VILLA SHOES;Nero;TRONCHETTO DONNA VILLA SHOES NERO;;PELLE;;WOMEN;38;2;;120;146,5;51,1
;MSV1493-39-GRIGIO;MSV1493GRI;VILLA SHOES;Grigio;TRONCHETTO DONNA VILLA SHOES GRIGIO;;PELLE;;WOMEN;39;3;;120;146,5;51,1
;MSV1493-40-GRIGIO;MSV1493GRI;VILLA SHOES;Grigio;TRONCHETTO DONNA VILLA SHOES GRIGIO;;PELLE;;WOMEN;40;3;;120;146,5;51,1
;MSV1493-40-NERO;MSV1493NE;VILLA SHOES;Nero;TRONCHETTO DONNA VILLA SHOES NERO;;PELLE;;WOMEN;40;1;;120;146,5;51,1
;MSV1966-37-BEIGE;MSV1966BEI;HOSIS;Beige;TRONCHETTO DONNA HOSIS BEIGE;;PELLE;;WOMEN;37;1;;59,9;73,1;34,9
;MSV3251-35-CUOIO;MSV3251MAR;LE MATTO;Cuoio;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;35;1;;49;60;39
;MSV3251-35-CUOIO;MSV3251MAR;LEMATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;35;1;;49;60;39
;MSV3251-35-NERO;MSV3251NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;35;1;;49;60;39
;MSV3251-35-NERO;MSV3251NE;LEMATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;35;1;;49;60;39
;MSV3251-35-NERO;MSV3251NE;LEMATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;35;1;;49;60;39
;MSV3251-36-CUOIO;MSV3251MAR;LE MATTO;Cuoio;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;36;1;;49;60;39
;MSV3251-36-CUOIO;MSV3251MAR;LEMATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;36;1;;49;60;39
;MSV3251-36-NERO;MSV3251NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;36;1;;49;60;39
;MSV3251-36-NERO;MSV3251NE;LEMATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;36;1;;49;60;39
;MSV3251-37-CUOIO;MSV3251MAR;LE MATTO;Cuoio;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;37;5;;49;60;39
;MSV3251-37-CUOIO;MSV3251MAR;LEMATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;37;4;;49;60;39
;MSV3251-37-NERO;MSV3251NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;37;3;;49;60;39
;MSV3251-37-NERO;MSV3251NE;LEMATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;37;3;;49;60;39
;MSV3251-38-CUOIO;MSV3251MAR;LE MATTO;Cuoio;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;38;3;;49;60;39
;MSV3251-38-CUOIO;MSV3251MAR;LE MATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;38;6;;49;60;39
;MSV3251-38-NERO;MSV3251NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;38;5;;49;60;39
;MSV3251-38-NERO;MSV3251NE;LEMATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;38;3;;49;60;39
;MSV3251-39-CUOIO;MSV3251MAR;LE MATTO;Cuoio;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;39;;;49;60;39
;MSV3251-39-CUOIO;MSV3251MAR;LE MATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;39;3;;49;60;39
;MSV3251-39-CUOIO;MSV3251MAR;LEMATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;39;2;;49;60;39
;MSV3251-39-NERO;MSV3251NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;39;3;;49;60;39
;MSV3251-39-NERO;MSV3251NE;LEMATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;39;2;;49;60;39
;MSV3251-40-CUOIO;MSV3251MAR;LE MATTO;Cuoio;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;40;1;;49;60;39
;MSV3251-40-CUOIO;MSV3251MAR;LEMATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;40;1;;49;60;39
;MSV3251-40-NERO;MSV3251NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;40;1;;49;60;39
;MSV3251-40-NERO;MSV3251NE;LEMATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;40;1;;49;60;39
;MSV3251-41-CUOIO;MSV3251MAR;LE MATTO;Cuoio;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;41;1;;49;60;39
;MSV3251-41-CUOIO;MSV3251MAR;LEMATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;41;1;;49;60;39
;MSV3255-36-NERO;MSV3255NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;36;2;;49;60;39
;MSV3255-36-TAN;MSV3255MAR;LE MATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;36;2;;49;60;39
;MSV3255-37-NERO;MSV3255NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;37;2;;49;60;39
;MSV3255-37-TAN;MSV3255MAR;LE MATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;37;2;;49;60;39
;MSV3255-38-NERO;MSV3255NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;38;4;;49;60;39
;MSV3255-38-TAN;MSV3255MAR;LE MATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;38;9;;49;60;39
;MSV3255-39-NERO;MSV3255NE;LE MATTO;Nero;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;39;2;;49;60;39
;MSV3255-39-TAN;MSV3255MAR;LE MATTO;Marrone;SANDALO ALTO DONNA;;tacco 7 cm;;WOMEN;39;2;;49;60;39
